ダウンロード実行日,2026年08月08日現在,件数,6369件
ファンドコード,証券コード,ファンド名,ファンド名（ヨミ）,特定有価証券区分名,特定期1,特定期2,ＥＤＩＮＥＴコード,発行者名
"G11785","","ｅＭＡＸＩＳ　豪州債券インデックス","イーマクシスゴウシュウサイケンインデックス","内国投資信託受益証券","1月26日","","E11518","三菱ＵＦＪアセットマネジメント株式会社"
"G11786","","ｅＭＡＸＩＳ　先進国債券インデックス（除く日本・為替ヘッジあり）","イーマクシスセンシンコクサイケンインデックスノゾクニホンカワセヘッジアリ","内国投資信託受益証券","1月26日","","E11518","三菱ＵＦＪアセットマネジメント株式会社"
"G11787","","ｅＭＡＸＩＳ　新興国債券インデックス（為替ヘッジあり）","イーマクシスシンコウコクサイケンインデックスカワセヘッジアリ","内国投資信託受益証券","1月26日","","E11518","三菱ＵＦＪアセットマネジメント株式会社"
"G11789","","ダイワＦＥグローバル・バリュー（為替ヘッジあり／為替ヘッジなし）","ダイワエフイーグローバルバリューカワセヘッジアリカワセヘッジナシ","内国投資信託受益証券","5月19日","11月19日","E06748","大和アセットマネジメント株式会社"
"G11790","","ダイワ米国投資法人債ファンド（為替ヘッジあり）２０１６‐０７","ダイワベイコクトウシホウジンサイファンドカワセヘッジアリニセンジュウロクゼロナナ","内国投資信託受益証券","3月5日","9月5日","E06748","大和アセットマネジメント株式会社"
"G11796","","公社債投信（１月号）","コウシャサイトウシンイチガツゴウ","内国投資信託受益証券","1月19日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11797","","公社債投信（２月号）","コウシャサイトウシンニガツゴウ","内国投資信託受益証券","2月19日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11798","","公社債投信（３月号）","コウシャサイトウシンサンガツゴウ","内国投資信託受益証券","3月19日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11799","","公社債投信（４月号）","コウシャサイトウシンシガツゴウ","内国投資信託受益証券","4月19日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11800","","公社債投信（５月号）","コウシャサイトウシンゴガツゴウ","内国投資信託受益証券","5月19日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11801","","公社債投信（６月号）","コウシャサイトウシンロクガツゴウ","内国投資信託受益証券","6月19日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11802","","公社債投信（７月号）","コウシャサイトウシンシチガツゴウ","内国投資信託受益証券","7月19日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11803","","公社債投信（８月号）","コウシャサイトウシンハチガツゴウ","内国投資信託受益証券","8月19日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11804","","公社債投信（９月号）","コウシャサイトウシンクガツゴウ","内国投資信託受益証券","9月19日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11805","","公社債投信（１０月号）","コウシャサイトウシンジュウガツゴウ","内国投資信託受益証券","10月19日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11806","","公社債投信（１１月号）","コウシャサイトウシンジュウイチガツゴウ","内国投資信託受益証券","11月19日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11807","","公社債投信（１２月号）","コウシャサイトウシンジュウニガツゴウ","内国投資信託受益証券","12月19日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11808","","ＭＨＡＭ株式オープン","エムエイチエーエムカブシキオープン","内国投資信託受益証券","9月16日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11809","","ＭＨＡＭ株式インデックスファンド２２５","エムエイチエーエムカブシキインデックスファンドニイニイゴ","内国投資信託受益証券","10月24日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11810","","インデックスミリオン　ボンドミックスミリオン","インデックスミリオン　ボンドミックスミリオン","内国投資信託受益証券","10月29日","","E10677","アセットマネジメントＯｎｅ株式会社"
"G11811","","ＭＨＡＭスリーウェイオープン","エムエイチエーエムスリーウェイオープン","内国投資信託受益証券","3月10日","9月10日","E10677","アセットマネジメントＯｎｅ株式会社"
"G11812","","Ｏｎｅグローバル・アクティブ・オープン","ワングローバルアクティブオープン","内国投資信託受益証券","3月6日","9月6日","E10677","アセットマネジメントＯｎｅ株式会社"
"G11813","","Ｏｎｅ　ＵＳインカムオープンＡコース（為替ヘッジあり）／Ｏｎｅ　ＵＳインカムオープンＢコース（為替ヘッジなし）","ワンユーエスインカムオープンエーコースカワセヘッジアリ　ワンユーエスインカムオープンビーコースカワセヘッジナシ","内国投資信託受益証券","1月30日","7月30日","E10677","アセットマネジメントＯｎｅ株式会社"
"G11814","","ＭＨＡＭのＭＲＦ（マネー・リザーブ・ファンド）","エムエイチエーエムノエムアールエフマネーリザーブファンド","内国投資信託受益証券","5月31日","11月30日","E10677","アセットマネジメントＯｎｅ株式会社"
